,x,y,u
1.318,2.378305078,1.469259804,2.19927111
1.319,2.380068277,1.471284892,2.199968631
1.32,2.38182584,1.473315366,2.200664212
1.321,2.38357774,1.475351231,2.201357853
1.322,2.385323949,1.477392494,2.202049553
1.323,2.387064441,1.479439162,2.202739312
1.324,2.388799188,1.481491239,2.20342713
1.325,2.390528166,1.483548733,2.204113006
1.326,2.392251345,1.485611649,2.204796939
1.327,2.3939687,1.487679994,2.205478929
1.328,2.395680204,1.489753773,2.206158976
1.329,2.39738583,1.491832993,2.206837079
1.33,2.399085552,1.493917659,2.207513237
1.331,2.400779342,1.496007778,2.20818745
1.332,2.402467174,1.498103355,2.208859718
1.333,2.404149021,1.500204396,2.20953004
1.334,2.405824857,1.502310906,2.210198415
1.335,2.407494654,1.504422892,2.210864844
1.336,2.409158387,1.506540359,2.211529325
1.337,2.410816029,1.508663313,2.212191859
1.338,2.412467553,1.51079176,2.212852444
1.339,2.414112933,1.512925704,2.213511081
1.34,2.415752141,1.515065152,2.214167768
1.341,2.417385152,1.517210109,2.214822506
1.342,2.41901194,1.51936058,2.215475294
1.343,2.420632477,1.521516571,2.216126131
1.344,2.422246737,1.523678086,2.216775017
1.345,2.423854694,1.525845133,2.217421952
1.346,2.425456321,1.528017714,2.218066935
1.347,2.427051592,1.530195837,2.218709965
1.348,2.428640482,1.532379505,2.219351043
1.349,2.430222963,1.534568725,2.219990167
1.35,2.431799009,1.5367635,2.220627338
1.351,2.433368594,1.538963837,2.221262554
1.352,2.434931692,1.541169739,2.221895816
1.353,2.436488277,1.543381212,2.222527123
1.354,2.438038322,1.545598261,2.223156474
1.355,2.439581802,1.547820891,2.22378387
1.356,2.44111869,1.550049106,2.224409309
1.357,2.442648961,1.55228291,2.225032792
1.358,2.444172588,1.55452231,2.225654317
1.359,2.445689546,1.556767308,2.226273885
1.36,2.447199808,1.55901791,2.226891495
1.361,2.44870335,1.561274121,2.227507146
1.362,2.450200144,1.563535944,2.228120838
1.363,2.451690165,1.565803384,2.228732572
1.364,2.453173388,1.568076445,2.229342345
1.365,2.454649786,1.570355132,2.229950158
1.366,2.456119334,1.572639449,2.230556011
1.367,2.457582007,1.5749294,2.231159903
1.368,2.459037779,1.577224988,2.231761834
1.369,2.460486624,1.579526219,2.232361802
1.37,2.461928517,1.581833096,2.232959809
1.371,2.463363432,1.584145623,2.233555853
1.372,2.464791344,1.586463804,2.234149934
1.373,2.466212228,1.588787642,2.234742052
1.374,2.467626058,1.591117142,2.235332206
1.375,2.469032809,1.593452307,2.235920396
1.376,2.470432456,1.595793141,2.236506622
1.377,2.471824974,1.598139647,2.237090882
1.378,2.473210338,1.600491829,2.237673178
1.379,2.474588522,1.60284969,2.238253507
1.38,2.475959502,1.605213234,2.238831871
1.381,2.477323253,1.607582463,2.239408268
1.382,2.478679749,1.609957382,2.239982698
1.383,2.480028966,1.612337994,2.240555161
1.384,2.48137088,1.614724301,2.241125656
1.385,2.482705465,1.617116306,2.241694183
1.386,2.484032696,1.619514013,2.242260742
1.387,2.48535255,1.621917425,2.242825333
1.388,2.486665002,1.624326544,2.243387954
1.389,2.487970027,1.626741374,2.243948606
1.39,2.489267601,1.629161916,2.244507288
1.391,2.490557699,1.631588174,2.245064
1.392,2.491840297,1.634020151,2.245618741
1.393,2.493115371,1.636457848,2.246171511
1.394,2.494382897,1.638901268,2.24672231
1.395,2.49564285,1.641350414,2.247271138
1.396,2.496895207,1.643805288,2.247817993
1.397,2.498139943,1.646265892,2.248362877
1.398,2.499377036,1.648732229,2.248905787
1.399,2.50060646,1.6512043,2.249446725
1.4,2.501828192,1.653682108,2.249985689
1.401,2.503042208,1.656165654,2.25052268
1.402,2.504248485,1.658654941,2.251057696
1.403,2.505446999,1.661149971,2.251590739
1.404,2.506637727,1.663650744,2.252121806
1.405,2.507820645,1.666157263,2.252650898
1.406,2.50899573,1.668669529,2.253178016
1.407,2.510162959,1.671187544,2.253703157
1.408,2.511322308,1.67371131,2.254226322
1.409,2.512473755,1.676240827,2.254747511
1.41,2.513617275,1.678776097,2.255266723
1.411,2.514752847,1.681317122,2.255783959
1.412,2.515880448,1.683863902,2.256299217
1.413,2.517000054,1.686416438,2.256812497
1.414,2.518111643,1.688974732,2.257323799
1.415,2.519215192,1.691538784,2.257833123
1.416,2.520310679,1.694108596,2.258340469
1.417,2.521398081,1.696684167,2.258845835
1.418,2.522477376,1.699265499,2.259349222
1.419,2.523548542,1.701852592,2.25985063
1.42,2.524611556,1.704445447,2.260350058
1.421,2.525666395,1.707044064,2.260847506
1.422,2.526713039,1.709648444,2.261342973
1.423,2.527751465,1.712258587,2.26183646
1.424,2.528781652,1.714874492,2.262327966
1.425,2.529803576,1.717496161,2.26281749
1.426,2.530817218,1.720123593,2.263305033
1.427,2.531822554,1.722756788,2.263790593
1.428,2.532819565,1.725395745,2.264274172
1.429,2.533808227,1.728040466,2.264755768
1.43,2.53478852,1.730690948,2.265235381
1.431,2.535760423,1.733347193,2.265713011
1.432,2.536723915,1.736009199,2.266188658
1.433,2.537678974,1.738676966,2.266662321
1.434,2.538625579,1.741350493,2.267134001
1.435,2.53956371,1.744029779,2.267603696
1.436,2.540493346,1.746714824,2.268071407
1.437,2.541414467,1.749405627,2.268537133
1.438,2.542327051,1.752102186,2.269000874
1.439,2.543231078,1.754804501,2.26946263
1.44,2.544126528,1.757512569,2.2699224
1.441,2.545013381,1.760226391,2.270380184
1.442,2.545891616,1.762945964,2.270835983
1.443,2.546761214,1.765671288,2.271289795
1.444,2.547622155,1.76840236,2.27174162
1.445,2.548474418,1.771139178,2.272191459
1.446,2.549317985,1.773881742,2.272639311
1.447,2.550152835,1.776630049,2.273085175
1.448,2.550978949,1.779384097,2.273529052
1.449,2.551796307,1.782143884,2.273970941
1.45,2.552604891,1.784909409,2.274410841
1.451,2.553404681,1.787680668,2.274848754
1.452,2.554195658,1.790457659,2.275284678
1.453,2.554977803,1.793240381,2.275718613
1.454,2.555751098,1.79602883,2.276150559
1.455,2.556515523,1.798823004,2.276580516
1.456,2.55727106,1.8016229,2.277008483
1.457,2.558017691,1.804428515,2.277434461
1.458,2.558755397,1.807239846,2.277858449
1.459,2.55948416,1.810056891,2.278280446
1.46,2.560203962,1.812879646,2.278700453
1.461,2.560914785,1.815708108,2.27911847
1.462,2.561616611,1.818542274,2.279534495
1.463,2.562309422,1.82138214,2.27994853
1.464,2.562993201,1.824227702,2.280360573
1.465,2.56366793,1.827078958,2.280770624
1.466,2.564333592,1.829935902,2.281178684
1.467,2.564990169,1.832798533,2.281584752
1.468,2.565637644,1.835666844,2.281988828
1.469,2.566276001,1.838540833,2.282390911
1.47,2.566905222,1.841420496,2.282791002
1.471,2.567525291,1.844305827,2.2831891
1.472,2.568136191,1.847196823,2.283585205
1.473,2.568737906,1.850093479,2.283979317
1.474,2.569330419,1.852995791,2.284371435
1.475,2.569913715,1.855903754,2.28476156
1.476,2.570487776,1.858817363,2.285149692
1.477,2.571052587,1.861736613,2.285535829
1.478,2.571608132,1.864661499,2.285919972
1.479,2.572154396,1.867592016,2.28630212
1.48,2.572691363,1.870528159,2.286682275
1.481,2.573219018,1.873469922,2.287060434
1.482,2.573737345,1.876417301,2.287436599
1.483,2.574246329,1.879370289,2.287810768
1.484,2.574745955,1.882328881,2.288182942
1.485,2.575236209,1.88529307,2.288553121
1.486,2.575717075,1.888262852,2.288921304
1.487,2.576188539,1.89123822,2.289287492
1.488,2.576650587,1.894219168,2.289651683
1.489,2.577103204,1.89720569,2.290013879
1.49,2.577546377,1.900197779,2.290374078
1.491,2.577980091,1.903195429,2.29073228
1.492,2.578404332,1.906198634,2.291088486
1.493,2.578819087,1.909207386,2.291442696
1.494,2.579224342,1.912221679,2.291794908
1.495,2.579620084,1.915241506,2.292145123
1.496,2.580006299,1.91826686,2.292493341
1.497,2.580382975,1.921297734,2.292839562
1.498,2.580750098,1.92433412,2.293183785
1.499,2.581107656,1.927376011,2.293526011
1.5,2.581455636,1.9304234,2.293866238
1.501,2.581794026,1.933476279,2.294204468
1.502,2.582122813,1.936534641,2.294540699
1.503,2.582441985,1.939598476,2.294874932
1.504,2.58275153,1.942667778,2.295207167
1.505,2.583051436,1.945742539,2.295537404
1.506,2.583341691,1.948822749,2.295865641
1.507,2.583622285,1.951908401,2.29619188
1.508,2.583893204,1.954999487,2.29651612
1.509,2.58415444,1.958095997,2.296838361
1.51,2.584405979,1.961197924,2.297158602
1.511,2.584647812,1.964305258,2.297476845
1.512,2.584879927,1.96741799,2.297793088
1.513,2.585102315,1.970536111,2.298107331
1.514,2.585314964,1.973659612,2.298419574
1.515,2.585517864,1.976788484,2.298729818
1.516,2.585711005,1.979922718,2.299038062
1.517,2.585894378,1.983062303,2.299344306
1.518,2.586067972,1.986207231,2.29964855
1.519,2.586231778,1.98935749,2.299950794
1.52,2.586385787,1.992513072,2.300251037
1.521,2.586529989,1.995673967,2.30054928
1.522,2.586664375,1.998840163,2.300845522
1.523,2.586788937,2.002011652,2.301139763
1.524,2.586903665,2.005188422,2.301432004
1.525,2.587008551,2.008370463,2.301722244
1.526,2.587103587,2.011557764,2.302010483
1.527,2.587188764,2.014750314,2.302296721
1.528,2.587264074,2.017948103,2.302580958
1.529,2.587329509,2.02115112,2.302863194
1.53,2.587385063,2.024359353,2.303143428
1.531,2.587430726,2.02757279,2.303421661
1.532,2.587466492,2.030791422,2.303697893
1.533,2.587492354,2.034015235,2.303972123
1.534,2.587508305,2.037244219,2.304244351
1.535,2.587514337,2.040478361,2.304514578
1.536,2.587510445,2.043717649,2.304782802
1.537,2.587496622,2.046962073,2.305049025
1.538,2.58747286,2.050211618,2.305313247
1.539,2.587439156,2.053466273,2.305575466
1.54,2.587395501,2.056726026,2.305835683
1.541,2.587341891,2.059990864,2.306093898
1.542,2.587278321,2.063260773,2.30635011
1.543,2.587204784,2.066535743,2.306604321
1.544,2.587121276,2.069815758,2.306856529
1.545,2.587027791,2.073100807,2.307106735
1.546,2.586924325,2.076390875,2.307354938
1.547,2.586810874,2.07968595,2.307601139
1.548,2.586687432,2.082986019,2.307845338
1.549,2.586553995,2.086291066,2.308087534
1.55,2.58641056,2.08960108,2.308327727
1.551,2.586257122,2.092916045,2.308565918
1.552,2.586093678,2.096235948,2.308802106
1.553,2.585920224,2.099560775,2.309036291
1.554,2.585736757,2.102890511,2.309268473
1.555,2.585543274,2.106225141,2.309498653
1.556,2.585339772,2.109564652,2.309726829
1.557,2.585126248,2.112909029,2.309953003
1.558,2.5849027,2.116258257,2.310177174
1.559,2.584669125,2.11961232,2.310399342
1.56,2.584425521,2.122971204,2.310619507
1.561,2.584171885,2.126334894,2.310837669
1.562,2.583908218,2.129703374,2.311053829
1.563,2.583634515,2.133076629,2.311267985
1.564,2.583350778,2.136454642,2.311480137
1.565,2.583057003,2.1398374,2.311690287
1.566,2.58275319,2.143224884,2.311898434
1.567,2.582439339,2.14661708,2.312104578
1.568,2.582115448,2.150013972,2.312308719
1.569,2.581781518,2.153415542,2.312510856
1.57,2.581437547,2.156821775,2.31271099
1.571,2.581083537,2.160232654,2.312909122
1.572,2.580719486,2.163648162,2.31310525
1.573,2.580345397,2.167068283,2.313299375
1.574,2.579961268,2.170492999,2.313491497
1.575,2.579567101,2.173922294,2.313681615
1.576,2.579162897,2.17735615,2.313869731
1.577,2.578748658,2.18079455,2.314055843
1.578,2.578324383,2.184237477,2.314239953
1.579,2.577890076,2.187684912,2.314422059
1.58,2.577445737,2.191136838,2.314602162
1.581,2.576991369,2.194593238,2.314780263
1.582,2.576526974,2.198054092,2.31495636
1.583,2.576052554,2.201519384,2.315130454
1.584,2.575568112,2.204989094,2.315302545
1.585,2.57507365,2.208463205,2.315472633
1.586,2.574569172,2.211941697,2.315640718
1.587,2.574054681,2.215424552,2.3158068
1.588,2.57353018,2.218911751,2.31597088
1.589,2.572995673,2.222403276,2.316132956
1.59,2.572451163,2.225899107,2.31629303
1.591,2.571896655,2.229399224,2.316451101
1.592,2.571332152,2.23290361,2.316607169
1.593,2.57075766,2.236412243,2.316761234
1.594,2.570173183,2.239925104,2.316913297
1.595,2.569578725,2.243442175,2.317063357
1.596,2.568974291,2.246963434,2.317211414
1.597,2.568359888,2.250488862,2.317357469
1.598,2.56773552,2.254018438,2.317501522
1.599,2.567101193,2.257552143,2.317643572
1.6,2.566456912,2.261089956,2.317783619
1.601,2.565802684,2.264631856,2.317921665
1.602,2.565138516,2.268177822,2.318057708
1.603,2.564464412,2.271727835,2.318191748
1.604,2.563780381,2.275281872,2.318323787
1.605,2.563086429,2.278839913,2.318453823
1.606,2.562382564,2.282401937,2.318581858
1.607,2.561668791,2.285967922,2.31870789
1.608,2.56094512,2.289537847,2.318831921
1.609,2.560211557,2.29311169,2.31895395
1.61,2.559468111,2.296689429,2.319073977
1.611,2.558714789,2.300271043,2.319192002
1.612,2.557951601,2.303856509,2.319308026
1.613,2.557178553,2.307445806,2.319422049
1.614,2.556395656,2.311038912,2.319534069
1.615,2.555602919,2.314635802,2.319644089
1.616,2.554800349,2.318236457,2.319752107
1.617,2.553987958,2.321840852,2.319858124
1.618,2.553165753,2.325448964,2.31996214
1.619,2.552333746,2.329060772,2.320064155
1.62,2.551491946,2.332676252,2.320164169
1.621,2.550640362,2.33629538,2.320262183
1.622,2.549779007,2.339918134,2.320358195
1.623,2.54890789,2.34354449,2.320452207
1.624,2.548027021,2.347174424,2.320544219
1.625,2.547136413,2.350807914,2.32063423
1.626,2.546236076,2.354444934,2.320722241
1.627,2.545326021,2.358085462,2.320808251
1.628,2.544406261,2.361729473,2.320892262
1.629,2.543476807,2.365376943,2.320974272
1.63,2.542537672,2.369027847,2.321054283
1.631,2.541588866,2.372682162,2.321132294
1.632,2.540630404,2.376339862,2.321208305
1.633,2.539662297,2.380000924,2.321282317
1.634,2.538684559,2.383665321,2.321354329
1.635,2.537697202,2.38733303,2.321424343
1.636,2.53670024,2.391004026,2.321492357
1.637,2.535693686,2.394678282,2.321558372
1.638,2.534677554,2.398355775,2.321622388
1.639,2.533651859,2.402036477,2.321684405
1.64,2.532616613,2.405720365,2.321744424
1.641,2.531571831,2.409407412,2.321802444
1.642,2.530517528,2.413097593,2.321858466
1.643,2.529453719,2.416790881,2.32191249
1.644,2.528380418,2.42048725,2.321964516
1.645,2.527297641,2.424186676,2.322014544
1.646,2.526205403,2.42788913,2.322062574
1.647,2.525103719,2.431594588,2.322108606
1.648,2.523992605,2.435303022,2.322152641
1.649,2.522872077,2.439014406,2.322194678
1.65,2.521742151,2.442728713,2.322234719
1.651,2.520602844,2.446445916,2.322272762
1.652,2.519454172,2.450165988,2.322308809
1.653,2.518296152,2.453888903,2.322342859
1.654,2.517128801,2.457614633,2.322374912
1.655,2.515952135,2.461343151,2.322404969
1.656,2.514766172,2.46507443,2.32243303
1.657,2.513570931,2.468808441,2.322459094
1.658,2.512366427,2.472545158,2.322483163
1.659,2.51115268,2.476284552,2.322505236
1.66,2.509929708,2.480026596,2.322525314
1.661,2.508697528,2.483771262,2.322543396
1.662,2.50745616,2.487518522,2.322559483
1.663,2.506205622,2.491268347,2.322573575
1.664,2.504945933,2.495020709,2.322585673
1.665,2.503677112,2.49877558,2.322595775
1.666,2.502399178,2.502532932,2.322603883
1.667,2.501112151,2.506292735,2.322609997
1.668,2.499816051,2.510054962,2.322614117
1.669,2.498510897,2.513819583,2.322616243
1.67,2.497196709,2.517586569,2.322616375
1.671,2.495873509,2.521355891,2.322614514
1.672,2.494541315,2.52512752,2.32261066
1.673,2.49320015,2.528901428,2.322604812
1.674,2.491850033,2.532677584,2.322596972
1.675,2.490490986,2.536455959,2.322587138
1.676,2.489123031,2.540236524,2.322575313
1.677,2.487746187,2.544019248,2.322561495
1.678,2.486360477,2.547804103,2.322545685
1.679,2.484965924,2.551591059,2.322527883
1.68,2.483562548,2.555380084,2.322508089
1.681,2.482150371,2.559171151,2.322486304
1.682,2.480729417,2.562964227,2.322462528
1.683,2.479299708,2.566759284,2.322436761
1.684,2.477861267,2.57055629,2.322409003
1.685,2.476414115,2.574355216,2.322379255
1.686,2.474958277,2.57815603,2.322347516
1.687,2.473493776,2.581958702,2.322313787
1.688,2.472020635,2.585763203,2.322278068
1.689,2.470538877,2.589569499,2.32224036
1.69,2.469048527,2.593377562,2.322200662
1.691,2.467549609,2.597187359,2.322158975
1.692,2.466042146,2.600998861,2.322115299
1.693,2.464526163,2.604812035,2.322069634
1.694,2.463001685,2.60862685,2.322021981
1.695,2.461468735,2.612443276,2.32197234
1.696,2.45992734,2.61626128,2.321920711
1.697,2.458377524,2.620080831,2.321867094
1.698,2.456819312,2.623901898,2.321811489
1.699,2.45525273,2.627724449,2.321753898
1.7,2.453677803,2.631548452,2.321694319
1.701,2.452094556,2.635373876,2.321632754
1.702,2.450503017,2.639200688,2.321569202
1.703,2.44890321,2.643028856,2.321503664
1.704,2.447295162,2.646858349,2.32143614
1.705,2.4456789,2.650689135,2.32136663
1.706,2.444054449,2.65452118,2.321295135
1.707,2.442421838,2.658354453,2.321221655
1.708,2.440781092,2.662188922,2.32114619
1.709,2.439132238,2.666024553,2.32106874
1.71,2.437475305,2.669861315,2.320989306
1.711,2.435810318,2.673699175,2.320907888
1.712,2.434137306,2.6775381,2.320824487
1.713,2.432456297,2.681378057,2.320739101
1.714,2.430767318,2.685219014,2.320651733
1.715,2.429070397,2.689060937,2.320562381
1.716,2.427365563,2.692903795,2.320471047
1.717,2.425652843,2.696747553,2.320377731
1.718,2.423932267,2.700592179,2.320282432
1.719,2.422203862,2.704437639,2.320185152
1.72,2.420467658,2.708283901,2.32008589
1.721,2.418723684,2.71213093,2.319984647
1.722,2.416971968,2.715978695,2.319881423
1.723,2.41521254,2.71982716,2.319776218
1.724,2.413445429,2.723676294,2.319669033
1.725,2.411670665,2.727526062,2.319559868
1.726,2.409888277,2.73137643,2.319448724
1.727,2.408098296,2.735227366,2.3193356
1.728,2.40630075,2.739078835,2.319220497
1.729,2.404495671,2.742930803,2.319103415
1.73,2.402683089,2.746783238,2.318984355
1.731,2.400863033,2.750636104,2.318863316
1.732,2.399035535,2.754489369,2.3187403
1.733,2.397200624,2.758342997,2.318615306
1.734,2.395358333,2.762196956,2.318488335
1.735,2.393508691,2.76605121,2.318359387
1.736,2.391651731,2.769905727,2.318228463
1.737,2.389787482,2.773760471,2.318095562
1.738,2.387915977,2.777615408,2.317960685
1.739,2.386037246,2.781470505,2.317823833
1.74,2.384151322,2.785325727,2.317685006
1.741,2.382258236,2.789181039,2.317544204
1.742,2.38035802,2.793036408,2.317401427
1.743,2.378450706,2.796891798,2.317256676
1.744,2.376536326,2.800747175,2.317109951
1.745,2.374614912,2.804602506,2.316961252
1.746,2.372686497,2.808457754,2.316810581
1.747,2.370751112,2.812312886,2.316657936
1.748,2.368808792,2.816167867,2.316503319
1.749,2.366859568,2.820022662,2.31634673
1.75,2.364903473,2.823877237,2.316188169
1.751,2.36294054,2.827731557,2.316027636
1.752,2.360970802,2.831585587,2.315865133
1.753,2.358994293,2.835439293,2.315700659
1.754,2.357011045,2.839292638,2.315534214
1.755,2.355021093,2.84314559,2.315365799
1.756,2.353024468,2.846998112,2.315195415
1.757,2.351021206,2.85085017,2.315023061
1.758,2.34901134,2.854701729,2.314848739
1.759,2.346994903,2.858552754,2.314672447
1.76,2.34497193,2.86240321,2.314494188
1.761,2.342942454,2.866253062,2.314313961
1.762,2.34090651,2.870102275,2.314131766
1.763,2.338864132,2.873950814,2.313947605
1.764,2.336815355,2.877798644,2.313761476
1.765,2.334760212,2.881645729,2.313573382
1.766,2.332698738,2.885492035,2.313383321
1.767,2.330630968,2.889337527,2.313191295
1.768,2.328556937,2.893182169,2.312997304
1.769,2.326476679,2.897025926,2.312801348
1.77,2.324390229,2.900868763,2.312603428
1.771,2.322297622,2.904710645,2.312403544
1.772,2.320198894,2.908551537,2.312201696
1.773,2.318094079,2.912391404,2.311997885
1.774,2.315983213,2.91623021,2.311792111
1.775,2.313866331,2.92006792,2.311584375
1.776,2.311743468,2.923904499,2.311374677
1.777,2.309614661,2.927739911,2.311163017
1.778,2.307479944,2.931574122,2.310949396
1.779,2.305339353,2.935407097,2.310733814
1.78,2.303192924,2.939238799,2.310516272
1.781,2.301040692,2.943069194,2.31029677
1.782,2.298882695,2.946898247,2.310075309
1.783,2.296718967,2.950725922,2.309851888
1.784,2.294549544,2.954552185,2.309626509
1.785,2.292374463,2.958376999,2.309399171
1.786,2.29019376,2.96220033,2.309169876
1.787,2.288007471,2.966022142,2.308938623
1.788,2.285815633,2.969842401,2.308705414
1.789,2.283618281,2.973661071,2.308470247
1.79,2.281415452,2.977478116,2.308233125
1.791,2.279207183,2.981293503,2.307994047
1.792,2.276993511,2.985107195,2.307753013
1.793,2.274774471,2.988919157,2.307510025
1.794,2.2725501,2.992729355,2.307265082
1.795,2.270320436,2.996537753,2.307018186
1.796,2.268085514,3.000344316,2.306769335
1.797,2.265845373,3.00414901,2.306518532
1.798,2.263600048,3.007951798,2.306265776
1.799,2.261349577,3.011752646,2.306011068
1.8,2.259093996,3.015551519,2.305754409
1.801,2.256833343,3.019348381,2.305495798
1.802,2.254567655,3.023143199,2.305235236
1.803,2.252296968,3.026935937,2.304972724
1.804,2.250021321,3.030726559,2.304708261
1.805,2.247740749,3.034515032,2.30444185
1.806,2.245455291,3.03830132,2.304173489
1.807,2.243164984,3.042085389,2.30390318
1.808,2.240869864,3.045867203,2.303630923
1.809,2.23856997,3.049646728,2.303356718
1.81,2.236265339,3.053423929,2.303080567
1.811,2.233956008,3.057198771,2.302802468
1.812,2.231642014,3.06097122,2.302522423
1.813,2.229323396,3.06474124,2.302240433
1.814,2.22700019,3.068508798,2.301956497
1.815,2.224672434,3.072273859,2.301670617
1.816,2.222340166,3.076036388,2.301382792
1.817,2.220003423,3.079796351,2.301093024
1.818,2.217662244,3.083553713,2.300801312
1.819,2.215316664,3.08730844,2.300507658
1.82,2.212966723,3.091060498,2.300212061
1.821,2.210612458,3.094809851,2.299914522
1.822,2.208253906,3.098556466,2.299615042
1.823,2.205891105,3.102300309,2.299313621
1.824,2.203524094,3.106041346,2.29901026
1.825,2.201152909,3.109779541,2.298704959
1.826,2.198777588,3.113514862,2.298397718
1.827,2.196398169,3.117247274,2.298088539
1.828,2.194014691,3.120976743,2.297777421
1.829,2.19162719,3.124703235,2.297464365
1.83,2.189235705,3.128426716,2.297149373
1.831,2.186840272,3.132147153,2.296832443
1.832,2.184440931,3.135864511,2.296513577
1.833,2.182037719,3.139578758,2.296192775
1.834,2.179630673,3.143289858,2.295870038
1.835,2.177219831,3.146997779,2.295545366
1.836,2.174805231,3.150702488,2.29521876
1.837,2.172386912,3.154403949,2.29489022
1.838,2.16996491,3.158102131,2.294559747
1.839,2.167539263,3.161797,2.294227341
1.84,2.165110009,3.165488522,2.293893003
1.841,2.162677187,3.169176664,2.293556734
1.842,2.160240833,3.172861394,2.293218533
1.843,2.157800985,3.176542677,2.292878402
1.844,2.155357681,3.180220481,2.292536341
1.845,2.152910959,3.183894774,2.29219235
1.846,2.150460856,3.187565521,2.29184643
1.847,2.14800741,3.19123269,2.291498582
1.848,2.145550659,3.194896249,2.291148806
1.849,2.14309064,3.198556164,2.290797103
1.85,2.14062739,3.202212404,2.290443473
1.851,2.138160948,3.205864935,2.290087917
1.852,2.135691351,3.209513725,2.289730435
1.853,2.133218637,3.213158742,2.289371028
1.854,2.130742842,3.216799954,2.289009696
1.855,2.128264005,3.220437327,2.28864644
1.856,2.125782162,3.224070831,2.288281261
1.857,2.123297352,3.227700432,2.287914159
1.858,2.120809611,3.2313261,2.287545135
1.859,2.118318977,3.234947801,2.287174189
1.86,2.115825487,3.238565504,2.286801321
1.861,2.113329178,3.242179178,2.286426533
1.862,2.110830088,3.245788791,2.286049825
1.863,2.108328254,3.249394311,2.285671198
1.864,2.105823712,3.252995706,2.285290651
1.865,2.103316501,3.256592946,2.284908187
1.866,2.100806656,3.260185999,2.284523804
1.867,2.098294216,3.263774833,2.284137504
1.868,2.095779216,3.267359418,2.283749288
1.869,2.093261695,3.270939723,2.283359155
1.87,2.090741688,3.274515716,2.282967107
1.871,2.088219232,3.278087367,2.282573145
1.872,2.085694365,3.281654645,2.282177268
1.873,2.083167123,3.285217519,2.281779477
1.874,2.080637542,3.288775958,2.281379773
1.875,2.07810566,3.292329933,2.280978157
1.876,2.075571513,3.295879412,2.280574629
1.877,2.073035136,3.299424366,2.280169189
1.878,2.070496568,3.302964765,2.279761839
1.879,2.067955843,3.306500577,2.279352579
1.88,2.065412999,3.310031774,2.278941409
1.881,2.062868072,3.313558325,2.27852833
1.882,2.060321097,3.3170802,2.278113343
1.883,2.057772111,3.32059737,2.277696448
1.884,2.05522115,3.324109805,2.277277647
1.885,2.05266825,3.327617476,2.276856939
1.886,2.050113446,3.331120354,2.276434325
1.887,2.047556776,3.334618408,2.276009805
1.888,2.044998274,3.33811161,2.275583382
1.889,2.042437975,3.341599931,2.275155054
1.89,2.039875917,3.345083342,2.274724823
1.891,2.037312134,3.348561813,2.274292689
1.892,2.034746662,3.352035317,2.273858653
1.893,2.032179536,3.355503824,2.273422715
1.894,2.029610792,3.358967307,2.272984877
1.895,2.027040464,3.362425736,2.272545139
1.896,2.024468588,3.365879083,2.272103501
1.897,2.0218952,3.36932732,2.271659964
1.898,2.019320333,3.37277042,2.271214528
1.899,2.016744024,3.376208353,2.270767195
1.9,2.014166306,3.379641093,2.270317965
1.901,2.011587215,3.383068611,2.269866839
1.902,2.009006785,3.38649088,2.269413817
1.903,2.006425051,3.389907872,2.2689589
1.904,2.003842048,3.393319561,2.268502088
1.905,2.001257809,3.396725917,2.268043383
1.906,1.998672369,3.400126916,2.267582784
1.907,1.996085763,3.403522529,2.267120293
1.908,1.993498024,3.406912729,2.26665591
1.909,1.990909187,3.41029749,2.266189636
1.91,1.988319285,3.413676785,2.265721472
1.911,1.985728352,3.417050588,2.265251417
1.912,1.983136423,3.420418871,2.264779474
1.913,1.98054353,3.42378161,2.264305642
1.914,1.977949708,3.427138777,2.263829922
1.915,1.975354989,3.430490346,2.263352315
1.916,1.972759408,3.433836292,2.262872822
1.917,1.970162997,3.437176588,2.262391442
1.918,1.96756579,3.44051121,2.261908178
1.919,1.96496782,3.443840131,2.261423029
1.92,1.962369119,3.447163326,2.260935996
1.921,1.959769721,3.450480769,2.26044708
1.922,1.957169658,3.453792436,2.259956282
1.923,1.954568963,3.457098302,2.259463602
1.924,1.951967669,3.46039834,2.258969041
1.925,1.949365808,3.463692528,2.2584726
1.926,1.946763412,3.466980839,2.257974279
1.927,1.944160513,3.47026325,2.257474079
1.928,1.941557144,3.473539735,2.256972
1.929,1.938953337,3.476810271,2.256468044
1.93,1.936349123,3.480074834,2.255962211
1.931,1.933744535,3.483333399,2.255454502
1.932,1.931139604,3.486585942,2.254944918
1.933,1.928534361,3.489832441,2.254433459
1.934,1.925928839,3.49307287,2.253920125
1.935,1.923323068,3.496307207,2.253404919
1.936,1.920717079,3.499535428,2.252887839
1.937,1.918110904,3.50275751,2.252368888
1.938,1.915504574,3.50597343,2.251848065
1.939,1.912898119,3.509183165,2.251325372
1.94,1.910291571,3.512386691,2.250800809
1.941,1.907684959,3.515583987,2.250274377
1.942,1.905078315,3.51877503,2.249746077
1.943,1.902471668,3.521959797,2.249215909
1.944,1.89986505,3.525138266,2.248683874
1.945,1.89725849,3.528310415,2.248149973
1.946,1.894652018,3.531476221,2.247614206
1.947,1.892045664,3.534635663,2.247076575
1.948,1.889439458,3.53778872,2.24653708
1.949,1.88683343,3.540935369,2.245995721
1.95,1.884227609,3.544075589,2.2454525
1.951,1.881622024,3.547209358,2.244907417
1.952,1.879016705,3.550336656,2.244360473
1.953,1.876411681,3.553457461,2.243811669
