,x,y,u
35.278,1.315285535,1.272582575,-2.072847803
35.279,1.318227344,1.272983802,-2.074535385
35.28,1.321172417,1.2733889,-2.076221639
35.281,1.324120739,1.273797877,-2.077906563
35.282,1.327072299,1.274210742,-2.079590155
35.283,1.330027083,1.274627501,-2.081272414
35.284,1.332985077,1.275048162,-2.082953339
35.285,1.335946268,1.275472734,-2.084632927
35.286,1.338910643,1.275901225,-2.086311178
35.287,1.341878187,1.276333641,-2.08798809
35.288,1.344848888,1.276769992,-2.089663662
35.289,1.347822731,1.277210284,-2.091337891
35.29,1.350799703,1.277654527,-2.093010777
35.291,1.35377979,1.278102728,-2.094682319
35.292,1.356762978,1.278554895,-2.096352513
35.293,1.359749252,1.279011036,-2.09802136
35.294,1.3627386,1.279471159,-2.099688857
35.295,1.365731006,1.279935273,-2.101355003
35.296,1.368726456,1.280403385,-2.103019797
35.297,1.371724937,1.280875503,-2.104683237
35.298,1.374726433,1.281351637,-2.106345321
35.299,1.377730931,1.281831793,-2.108006049
35.3,1.380738415,1.282315981,-2.109665418
35.301,1.383748871,1.282804208,-2.111323428
35.302,1.386762286,1.283296482,-2.112980076
35.303,1.389778642,1.283792813,-2.114635362
35.304,1.392797927,1.284293208,-2.116289283
35.305,1.395820125,1.284797676,-2.117941839
35.306,1.39884522,1.285306224,-2.119593027
35.307,1.401873199,1.285818863,-2.121242847
35.308,1.404904046,1.286335599,-2.122891296
35.309,1.407937745,1.286856441,-2.124538374
35.31,1.410974282,1.287381399,-2.12618408
35.311,1.414013641,1.287910479,-2.12782841
35.312,1.417055806,1.288443692,-2.129471365
35.313,1.420100763,1.288981045,-2.131112942
35.314,1.423148495,1.289522547,-2.13275314
35.315,1.426198988,1.290068206,-2.134391958
35.316,1.429252224,1.290618032,-2.136029394
35.317,1.432308189,1.291172033,-2.137665447
35.318,1.435366866,1.291730217,-2.139300116
35.319,1.43842824,1.292292593,-2.140933398
35.32,1.441492294,1.292859171,-2.142565292
35.321,1.444559013,1.293429958,-2.144195798
35.322,1.44762838,1.294004964,-2.145824913
35.323,1.450700379,1.294584198,-2.147452636
35.324,1.453774994,1.295167667,-2.149078965
35.325,1.456852208,1.295755382,-2.1507039
35.326,1.459932005,1.296347351,-2.152327439
35.327,1.463014367,1.296943582,-2.153949579
35.328,1.46609928,1.297544086,-2.155570321
35.329,1.469186725,1.29814887,-2.157189662
35.33,1.472276686,1.298757944,-2.158807601
35.331,1.475369146,1.299371317,-2.160424137
35.332,1.478464088,1.299988998,-2.162039268
35.333,1.481561495,1.300610996,-2.163652992
35.334,1.48466135,1.301237321,-2.165265309
35.335,1.487763636,1.30186798,-2.166876216
35.336,1.490868335,1.302502984,-2.168485713
35.337,1.49397543,1.303142341,-2.170093798
35.338,1.497084904,1.303786062,-2.171700469
35.339,1.500196739,1.304434154,-2.173305726
35.34,1.503310917,1.305086628,-2.174909566
35.341,1.506427422,1.305743492,-2.176511988
35.342,1.509546234,1.306404756,-2.178112991
35.343,1.512667336,1.30707043,-2.179712574
35.344,1.515790711,1.307740522,-2.181310735
35.345,1.51891634,1.308415043,-2.182907472
35.346,1.522044206,1.309094001,-2.184502785
35.347,1.525174289,1.309777406,-2.186096671
35.348,1.528306572,1.310465267,-2.18768913
35.349,1.531441036,1.311157595,-2.189280159
35.35,1.534577664,1.311854397,-2.190869758
35.351,1.537716436,1.312555686,-2.192457926
35.352,1.540857334,1.313261468,-2.19404466
35.353,1.54400034,1.313971755,-2.195629959
35.354,1.547145434,1.314686556,-2.197213822
35.355,1.550292598,1.315405881,-2.198796248
35.356,1.553441812,1.316129739,-2.200377235
35.357,1.556593059,1.316858141,-2.201956782
35.358,1.559746318,1.317591095,-2.203534887
35.359,1.562901571,1.318328611,-2.205111549
35.36,1.566058799,1.319070701,-2.206686766
35.361,1.569217981,1.319817372,-2.208260538
35.362,1.5723791,1.320568636,-2.209832862
35.363,1.575542134,1.321324502,-2.211403738
35.364,1.578707066,1.32208498,-2.212973164
35.365,1.581873874,1.32285008,-2.214541138
35.366,1.58504254,1.323619812,-2.216107659
35.367,1.588213043,1.324394186,-2.217672727
35.368,1.591385364,1.325173212,-2.219236339
35.369,1.594559482,1.3259569,-2.220798493
35.37,1.597735379,1.32674526,-2.22235919
35.371,1.600913032,1.327538302,-2.223918427
35.372,1.604092423,1.328336037,-2.225476203
35.373,1.60727353,1.329138475,-2.227032516
35.374,1.610456334,1.329945626,-2.228587366
35.375,1.613640814,1.3307575,-2.23014075
35.376,1.61682695,1.331574107,-2.231692668
35.377,1.62001472,1.332395457,-2.233243117
35.378,1.623204104,1.333221562,-2.234792098
35.379,1.626395082,1.334052431,-2.236339608
35.38,1.629587632,1.334888075,-2.237885646
35.381,1.632781733,1.335728504,-2.23943021
35.382,1.635977364,1.336573729,-2.2409733
35.383,1.639174505,1.33742376,-2.242514913
35.384,1.642373133,1.338278607,-2.244055049
35.385,1.645573228,1.339138281,-2.245593707
35.386,1.648774767,1.340002793,-2.247130884
35.387,1.651977731,1.340872153,-2.248666579
35.388,1.655182096,1.341746372,-2.250200792
35.389,1.658387842,1.34262546,-2.25173352
35.39,1.661594946,1.343509428,-2.253264763
35.391,1.664803386,1.344398287,-2.254794519
35.392,1.668013142,1.345292048,-2.256322787
35.393,1.67122419,1.34619072,-2.257849564
35.394,1.674436509,1.347094316,-2.259374851
35.395,1.677650076,1.348002846,-2.260898646
35.396,1.680864869,1.34891632,-2.262420947
35.397,1.684080866,1.34983475,-2.263941753
35.398,1.687298045,1.350758146,-2.265461062
35.399,1.690516382,1.351686519,-2.266978874
35.4,1.693735855,1.352619881,-2.268495187
35.401,1.696956442,1.353558242,-2.27001
35.402,1.700178119,1.354501613,-2.271523311
35.403,1.703400864,1.355450005,-2.273035118
35.404,1.706624653,1.35640343,-2.274545422
35.405,1.709849465,1.357361898,-2.27605422
35.406,1.713075274,1.358325421,-2.27756151
35.407,1.716302059,1.359294009,-2.279067293
35.408,1.719529796,1.360267674,-2.280571566
35.409,1.722758462,1.361246427,-2.282074328
35.41,1.725988032,1.36223028,-2.283575577
35.411,1.729218484,1.363219243,-2.285075313
35.412,1.732449794,1.364213327,-2.286573534
35.413,1.735681937,1.365212545,-2.288070239
35.414,1.738914891,1.366216907,-2.289565426
35.415,1.742148631,1.367226425,-2.291059095
35.416,1.745383133,1.36824111,-2.292551243
35.417,1.748618373,1.369260974,-2.29404187
35.418,1.751854327,1.370286028,-2.295530973
35.419,1.75509097,1.371316284,-2.297018553
35.42,1.758328279,1.372351752,-2.298504608
35.421,1.761566228,1.373392445,-2.299989135
35.422,1.764804793,1.374438375,-2.301472135
35.423,1.76804395,1.375489552,-2.302953605
35.424,1.771283673,1.376545988,-2.304433545
35.425,1.774523938,1.377607696,-2.305911953
35.426,1.77776472,1.378674686,-2.307388827
35.427,1.781005994,1.37974697,-2.308864168
35.428,1.784247735,1.380824561,-2.310337972
35.429,1.787489918,1.381907469,-2.311810239
35.43,1.790732517,1.382995708,-2.313280968
35.431,1.793975507,1.384089287,-2.314750157
35.432,1.797218862,1.38518822,-2.316217805
35.433,1.800462558,1.386292518,-2.317683911
35.434,1.803706568,1.387402194,-2.319148474
35.435,1.806950867,1.388517258,-2.320611491
35.436,1.810195428,1.389637723,-2.322072963
35.437,1.813440227,1.390763601,-2.323532887
35.438,1.816685237,1.391894904,-2.324991263
35.439,1.819930431,1.393031644,-2.326448088
35.44,1.823175785,1.394173833,-2.327903363
35.441,1.826421271,1.395321484,-2.329357085
35.442,1.829666863,1.396474607,-2.330809253
35.443,1.832912535,1.397633216,-2.332259866
35.444,1.83615826,1.398797322,-2.333708923
35.445,1.839404012,1.399966938,-2.335156423
35.446,1.842649764,1.401142076,-2.336602363
35.447,1.845895489,1.402322748,-2.338046744
35.448,1.84914116,1.403508966,-2.339489563
35.449,1.85238675,1.404700743,-2.34093082
35.45,1.855632233,1.405898092,-2.342370512
35.451,1.858877581,1.407101023,-2.34380864
35.452,1.862122767,1.408309551,-2.345245201
35.453,1.865367764,1.409523687,-2.346680195
35.454,1.868612543,1.410743443,-2.34811362
35.455,1.871857079,1.411968833,-2.349545474
35.456,1.875101342,1.413199868,-2.350975758
35.457,1.878345306,1.414436561,-2.352404468
35.458,1.881588943,1.415678924,-2.353831605
35.459,1.884832224,1.416926971,-2.355257167
35.46,1.888075123,1.418180714,-2.356681152
35.461,1.89131761,1.419440165,-2.35810356
35.462,1.894559658,1.420705337,-2.359524389
35.463,1.897801238,1.421976243,-2.360943637
35.464,1.901042323,1.423252895,-2.362361305
35.465,1.904282883,1.424535306,-2.36377739
35.466,1.907522891,1.425823489,-2.365191891
35.467,1.910762318,1.427117456,-2.366604807
35.468,1.914001135,1.428417221,-2.368016137
35.469,1.917239313,1.429722796,-2.369425879
35.47,1.920476824,1.431034194,-2.370834033
35.471,1.923713638,1.432351428,-2.372240596
35.472,1.926949728,1.43367451,-2.373645569
35.473,1.930185062,1.435003454,-2.375048949
35.474,1.933419614,1.436338273,-2.376450736
35.475,1.936653352,1.437678979,-2.377850927
35.476,1.939886248,1.439025586,-2.379249523
35.477,1.943118273,1.440378107,-2.380646521
35.478,1.946349396,1.441736554,-2.382041921
35.479,1.949579589,1.44310094,-2.383435722
35.48,1.952808821,1.444471279,-2.384827921
35.481,1.956037063,1.445847584,-2.386218518
35.482,1.959264284,1.447229868,-2.387607512
35.483,1.962490456,1.448618144,-2.388994902
35.484,1.965715547,1.450012425,-2.390380685
35.485,1.968939528,1.451412725,-2.391764862
35.486,1.972162368,1.452819056,-2.393147431
35.487,1.975384037,1.454231432,-2.39452839
35.488,1.978604506,1.455649866,-2.395907739
35.489,1.981823742,1.457074372,-2.397285476
35.49,1.985041716,1.458504962,-2.3986616
35.491,1.988258397,1.45994165,-2.40003611
35.492,1.991473754,1.46138445,-2.401409004
35.493,1.994687757,1.462833374,-2.402780282
35.494,1.997900374,1.464288436,-2.404149943
35.495,2.001111575,1.46574965,-2.405517984
35.496,2.004321328,1.467217029,-2.406884406
35.497,2.007529602,1.468690587,-2.408249206
35.498,2.010736366,1.470170336,-2.409612384
35.499,2.013941589,1.47165629,-2.410973938
35.5,2.017145239,1.473148464,-2.412333867
35.501,2.020347285,1.47464687,-2.41369217
35.502,2.023547694,1.476151522,-2.415048847
35.503,2.026746436,1.477662433,-2.416403894
35.504,2.029943479,1.479179618,-2.417757313
35.505,2.03313879,1.480703089,-2.4191091
35.506,2.036332339,1.482232861,-2.420459256
35.507,2.039524092,1.483768947,-2.421807779
35.508,2.042714017,1.485311361,-2.423154668
35.509,2.045902083,1.486860116,-2.424499921
35.51,2.049088258,1.488415226,-2.425843538
35.511,2.052272508,1.489976705,-2.427185517
35.512,2.055454801,1.491544566,-2.428525857
35.513,2.058635106,1.493118824,-2.429864557
35.514,2.061813389,1.494699492,-2.431201616
35.515,2.064989617,1.496286584,-2.432537033
35.516,2.068163758,1.497880114,-2.433870807
35.517,2.071335779,1.499480095,-2.435202935
35.518,2.074505647,1.501086542,-2.436533418
35.519,2.077673329,1.502699467,-2.437862254
35.52,2.080838793,1.504318887,-2.439189442
35.521,2.084002003,1.505944813,-2.440514981
35.522,2.087162929,1.50757726,-2.44183887
35.523,2.090321535,1.509216242,-2.443161107
35.524,2.09347779,1.510861773,-2.444481691
35.525,2.096631658,1.512513867,-2.445800622
35.526,2.099783107,1.514172538,-2.447117897
35.527,2.102932104,1.515837799,-2.448433517
35.528,2.106078613,1.517509665,-2.449747479
35.529,2.109222602,1.51918815,-2.451059783
35.53,2.112364036,1.520873268,-2.452370428
35.531,2.115502882,1.522565033,-2.453679412
35.532,2.118639106,1.524263458,-2.454986735
35.533,2.121772673,1.525968559,-2.456292394
35.534,2.124903549,1.527680349,-2.45759639
35.535,2.128031701,1.529398842,-2.458898721
35.536,2.131157092,1.531124052,-2.460199385
35.537,2.13427969,1.532855994,-2.461498382
35.538,2.13739946,1.534594681,-2.462795711
35.539,2.140516366,1.536340129,-2.46409137
35.54,2.143630375,1.53809235,-2.465385358
35.541,2.146741452,1.539851359,-2.466677675
35.542,2.149849561,1.54161717,-2.467968319
35.543,2.152954669,1.543389798,-2.469257289
35.544,2.156056739,1.545169257,-2.470544583
35.545,2.159155737,1.54695556,-2.471830202
35.546,2.162251628,1.548748722,-2.473114143
35.547,2.165344377,1.550548758,-2.474396406
35.548,2.168433948,1.552355681,-2.475676989
35.549,2.171520306,1.554169506,-2.476955892
35.55,2.174603416,1.555990247,-2.478233113
35.551,2.177683242,1.557817919,-2.479508651
35.552,2.180759749,1.559652535,-2.480782505
35.553,2.1838329,1.56149411,-2.482054675
35.554,2.186902662,1.563342658,-2.483325158
35.555,2.189968996,1.565198194,-2.484593954
35.556,2.193031869,1.567060731,-2.485861062
35.557,2.196091243,1.568930284,-2.48712648
35.558,2.199147083,1.570806868,-2.488390208
35.559,2.202199353,1.572690497,-2.489652245
35.56,2.205248017,1.574581184,-2.490912589
35.561,2.208293039,1.576478945,-2.492171239
35.562,2.211334381,1.578383793,-2.493428194
35.563,2.214372009,1.580295744,-2.494683454
35.564,2.217405886,1.582214811,-2.495937017
35.565,2.220435975,1.584141009,-2.497188882
35.566,2.22346224,1.586074351,-2.498439047
35.567,2.226484644,1.588014853,-2.499687513
35.568,2.22950315,1.589962529,-2.500934278
35.569,2.232517723,1.591917393,-2.50217934
35.57,2.235528324,1.593879459,-2.503422699
35.571,2.238534918,1.595848743,-2.504664353
35.572,2.241537467,1.597825257,-2.505904302
35.573,2.244535935,1.599809017,-2.507142545
35.574,2.247530284,1.601800037,-2.50837908
35.575,2.250520478,1.603798331,-2.509613907
35.576,2.253506479,1.605803914,-2.510847023
35.577,2.25648825,1.607816799,-2.51207843
35.578,2.259465754,1.609837002,-2.513308124
35.579,2.262438953,1.611864537,-2.514536105
35.58,2.265407811,1.613899417,-2.515762373
35.581,2.268372289,1.615941658,-2.516986926
35.582,2.271332351,1.617991274,-2.518209763
35.583,2.274287958,1.620048278,-2.519430883
35.584,2.277239074,1.622112686,-2.520650285
35.585,2.28018566,1.624184512,-2.521867968
35.586,2.283127679,1.62626377,-2.52308393
35.587,2.286065093,1.628350474,-2.524298172
35.588,2.288997864,1.630444639,-2.525510691
35.589,2.291925954,1.632546278,-2.526721487
35.59,2.294849326,1.634655407,-2.527930559
35.591,2.297767941,1.63677204,-2.529137906
35.592,2.300681762,1.63889619,-2.530343527
35.593,2.30359075,1.641027872,-2.53154742
35.594,2.306494868,1.643167101,-2.532749585
35.595,2.309394076,1.64531389,-2.53395002
35.596,2.312288337,1.647468255,-2.535148725
35.597,2.315177613,1.649630208,-2.536345699
35.598,2.318061865,1.651799765,-2.53754094
35.599,2.320941055,1.653976939,-2.538734448
35.6,2.323815144,1.656161745,-2.539926222
35.601,2.326684095,1.658354197,-2.54111626
35.602,2.329547867,1.660554309,-2.542304561
35.603,2.332406424,1.662762096,-2.543491125
35.604,2.335259726,1.664977571,-2.544675951
35.605,2.338107735,1.667200748,-2.545859037
35.606,2.340950412,1.669431642,-2.547040383
35.607,2.343787718,1.671670267,-2.548219987
35.608,2.346619614,1.673916637,-2.549397849
35.609,2.349446063,1.676170766,-2.550573967
35.61,2.352267024,1.678432668,-2.551748341
35.611,2.355082459,1.680702357,-2.55292097
35.612,2.357892329,1.682979848,-2.554091852
35.613,2.360696596,1.685265153,-2.555260986
35.614,2.363495219,1.687558288,-2.556428372
35.615,2.366288161,1.689859265,-2.557594009
35.616,2.369075381,1.6921681,-2.558757895
35.617,2.371856842,1.694484806,-2.55992003
35.618,2.374632503,1.696809396,-2.561080413
35.619,2.377402326,1.699141886,-2.562239042
35.62,2.380166271,1.701482288,-2.563395917
35.621,2.3829243,1.703830616,-2.564551036
35.622,2.385676372,1.706186885,-2.5657044
35.623,2.388422449,1.708551108,-2.566856006
35.624,2.391162491,1.710923299,-2.568005854
35.625,2.39389646,1.713303471,-2.569153942
35.626,2.396624315,1.715691638,-2.570300271
35.627,2.399346016,1.718087815,-2.571444838
35.628,2.402061526,1.720492014,-2.572587644
35.629,2.404770804,1.72290425,-2.573728686
35.63,2.407473811,1.725324536,-2.574867964
35.631,2.410170507,1.727752885,-2.576005478
35.632,2.412860853,1.730189311,-2.577141225
35.633,2.415544809,1.732633828,-2.578275206
35.634,2.418222336,1.735086449,-2.579407419
35.635,2.420893393,1.737547187,-2.580537863
35.636,2.423557943,1.740016056,-2.581666537
35.637,2.426215944,1.74249307,-2.58279344
35.638,2.428867357,1.744978241,-2.583918572
35.639,2.431512143,1.747471584,-2.585041932
35.64,2.434150262,1.749973111,-2.586163518
35.641,2.436781673,1.752482835,-2.587283329
35.642,2.439406339,1.75500077,-2.588401365
35.643,2.442024218,1.757526929,-2.589517625
35.644,2.444635271,1.760061326,-2.590632107
35.645,2.447239459,1.762603972,-2.591744812
35.646,2.449836741,1.765154882,-2.592855737
35.647,2.452427078,1.767714069,-2.593964882
35.648,2.45501043,1.770281545,-2.595072246
35.649,2.457586757,1.772857323,-2.596177828
35.65,2.46015602,1.775441416,-2.597281628
35.651,2.462718179,1.778033838,-2.598383643
35.652,2.465273194,1.7806346,-2.599483874
35.653,2.467821025,1.783243716,-2.600582319
35.654,2.470361632,1.785861199,-2.601678978
35.655,2.472894976,1.788487061,-2.60277385
35.656,2.475421017,1.791121314,-2.603866933
35.657,2.477939715,1.793763972,-2.604958226
35.658,2.48045103,1.796415047,-2.60604773
35.659,2.482954922,1.799074552,-2.607135442
35.66,2.485451353,1.801742498,-2.608221363
35.661,2.487940281,1.804418899,-2.609305491
35.662,2.490421668,1.807103767,-2.610387824
35.663,2.492895473,1.809797113,-2.611468364
35.664,2.495361657,1.812498951,-2.612547107
35.665,2.49782018,1.815209293,-2.613624054
35.666,2.500271003,1.81792815,-2.614699204
35.667,2.502714084,1.820655535,-2.615772555
35.668,2.505149386,1.823391459,-2.616844107
35.669,2.507576868,1.826135936,-2.617913859
35.67,2.509996491,1.828888976,-2.61898181
35.671,2.512408214,1.831650592,-2.62004796
35.672,2.514811999,1.834420795,-2.621112306
35.673,2.517207806,1.837199598,-2.622174849
35.674,2.519595594,1.839987012,-2.623235587
35.675,2.521975325,1.842783048,-2.62429452
35.676,2.524346959,1.845587718,-2.625351647
35.677,2.526710457,1.848401034,-2.626406967
35.678,2.529065779,1.851223007,-2.627460478
35.679,2.531412885,1.854053649,-2.628512181
35.68,2.533751736,1.856892971,-2.629562074
35.681,2.536082293,1.859740984,-2.630610156
35.682,2.538404516,1.862597699,-2.631656427
35.683,2.540718366,1.865463127,-2.632700885
35.684,2.543023803,1.868337281,-2.633743531
35.685,2.545320789,1.87122017,-2.634784362
35.686,2.547609284,1.874111805,-2.635823378
35.687,2.549889249,1.877012198,-2.636860578
35.688,2.552160645,1.879921359,-2.637895962
35.689,2.554423432,1.882839299,-2.638929528
35.69,2.556677571,1.885766028,-2.639961276
35.691,2.558923024,1.888701558,-2.640991205
35.692,2.561159752,1.891645898,-2.642019313
35.693,2.563387715,1.89459906,-2.643045601
35.694,2.565606874,1.897561053,-2.644070067
35.695,2.567817191,1.900531887,-2.64509271
35.696,2.570018626,1.903511574,-2.64611353
35.697,2.572211142,1.906500123,-2.647132525
35.698,2.574394699,1.909497543,-2.648149695
35.699,2.576569258,1.912503846,-2.64916504
35.7,2.578734782,1.915519041,-2.650178557
35.701,2.58089123,1.918543137,-2.651190247
35.702,2.583038566,1.921576145,-2.652200109
35.703,2.58517675,1.924618075,-2.653208141
35.704,2.587305744,1.927668934,-2.654214343
35.705,2.58942551,1.930728734,-2.655218714
35.706,2.591536009,1.933797484,-2.656221253
35.707,2.593637203,1.936875192,-2.65722196
35.708,2.595729055,1.939961869,-2.658220833
35.709,2.597811525,1.943057522,-2.659217872
35.71,2.599884576,1.946162162,-2.660213076
35.711,2.60194817,1.949275797,-2.661206444
35.712,2.604002269,1.952398435,-2.662197975
35.713,2.606046835,1.955530087,-2.663187669
35.714,2.608081831,1.95867076,-2.664175524
35.715,2.610107219,1.961820463,-2.665161541
35.716,2.612122961,1.964979204,-2.666145717
35.717,2.614129019,1.968146992,-2.667128053
35.718,2.616125357,1.971323835,-2.668108547
35.719,2.618111937,1.974509742,-2.669087199
35.72,2.620088721,1.977704719,-2.670064008
35.721,2.622055673,1.980908777,-2.671038973
35.722,2.624012755,1.984121921,-2.672012093
35.723,2.625959931,1.98734416,-2.672983368
35.724,2.627897163,1.990575502,-2.673952796
35.725,2.629824414,1.993815954,-2.674920377
35.726,2.631741648,1.997065524,-2.675886111
35.727,2.633648828,2.000324219,-2.676849995
35.728,2.635545918,2.003592047,-2.67781203
35.729,2.637432881,2.006869013,-2.678772215
35.73,2.63930968,2.010155127,-2.679730549
35.731,2.64117628,2.013450393,-2.680687031
35.732,2.643032644,2.016754821,-2.681641661
35.733,2.644878736,2.020068415,-2.682594437
35.734,2.64671452,2.023391182,-2.683545359
35.735,2.64853996,2.02672313,-2.684494427
35.736,2.650355021,2.030064264,-2.685441638
35.737,2.652159666,2.033414591,-2.686386993
35.738,2.653953861,2.036774116,-2.687330491
35.739,2.655737569,2.040142847,-2.688272131
35.74,2.657510756,2.043520788,-2.689211913
35.741,2.659273386,2.046907945,-2.690149834
35.742,2.661025424,2.050304325,-2.691085896
35.743,2.662766835,2.053709933,-2.692020097
35.744,2.664497584,2.057124774,-2.692952435
35.745,2.666217637,2.060548853,-2.693882912
35.746,2.667926958,2.063982176,-2.694811525
35.747,2.669625514,2.067424747,-2.695738274
35.748,2.671313269,2.070876572,-2.696663158
35.749,2.67299019,2.074337656,-2.697586177
35.75,2.674656242,2.077808002,-2.69850733
35.751,2.676311392,2.081287616,-2.699426615
35.752,2.677955605,2.084776503,-2.700344033
35.753,2.679588848,2.088274665,-2.701259583
35.754,2.681211088,2.091782108,-2.702173263
35.755,2.68282229,2.095298835,-2.703085074
35.756,2.684422421,2.098824851,-2.703995013
35.757,2.686011448,2.102360158,-2.704903082
35.758,2.687589338,2.105904762,-2.705809278
35.759,2.689156059,2.109458664,-2.706713601
35.76,2.690711577,2.113021869,-2.707616051
35.761,2.692255859,2.11659438,-2.708516627
35.762,2.693788874,2.120176199,-2.709415327
35.763,2.695310589,2.12376733,-2.710312152
35.764,2.696820971,2.127367775,-2.7112071
35.765,2.698319989,2.130977537,-2.712100171
35.766,2.69980761,2.134596619,-2.712991365
35.767,2.701283804,2.138225022,-2.713880679
35.768,2.702748538,2.14186275,-2.714768115
35.769,2.704201781,2.145509804,-2.71565367
35.77,2.705643502,2.149166185,-2.716537345
35.771,2.707073669,2.152831897,-2.717419138
35.772,2.708492253,2.156506939,-2.718299049
35.773,2.709899221,2.160191315,-2.719177078
35.774,2.711294543,2.163885024,-2.720053223
35.775,2.712678189,2.167588069,-2.720927483
35.776,2.714050129,2.17130045,-2.721799859
35.777,2.715410333,2.175022167,-2.722670349
35.778,2.71675877,2.178753223,-2.723538953
35.779,2.718095411,2.182493617,-2.72440567
35.78,2.719420227,2.186243349,-2.725270499
35.781,2.720733187,2.19000242,-2.72613344
35.782,2.722034263,2.19377083,-2.726994492
35.783,2.723323425,2.197548578,-2.727853654
35.784,2.724600646,2.201335665,-2.728710926
35.785,2.725865896,2.20513209,-2.729566306
35.786,2.727119146,2.208937852,-2.730419795
35.787,2.728360369,2.212752951,-2.731271392
35.788,2.729589536,2.216577386,-2.732121095
35.789,2.730806619,2.220411155,-2.732968904
35.79,2.732011591,2.224254257,-2.73381482
35.791,2.733204425,2.228106691,-2.73465884
35.792,2.734385092,2.231968456,-2.735500964
35.793,2.735553566,2.235839549,-2.736341192
35.794,2.736709819,2.239719968,-2.737179523
35.795,2.737853826,2.243609711,-2.738015956
35.796,2.738985559,2.247508777,-2.73885049
35.797,2.740104993,2.251417162,-2.739683126
35.798,2.741212101,2.255334865,-2.740513862
35.799,2.742306857,2.259261881,-2.741342697
35.8,2.743389235,2.263198209,-2.742169632
35.801,2.744459211,2.267143844,-2.742994664
35.802,2.745516758,2.271098784,-2.743817795
35.803,2.746561853,2.275063025,-2.744639022
35.804,2.747594469,2.279036563,-2.745458346
35.805,2.748614582,2.283019395,-2.746275766
35.806,2.749622169,2.287011516,-2.747091281
35.807,2.750617204,2.291012922,-2.74790489
35.808,2.751599664,2.295023609,-2.748716593
35.809,2.752569525,2.299043571,-2.74952639
35.81,2.753526764,2.303072805,-2.750334279
35.811,2.754471357,2.307111305,-2.75114026
35.812,2.755403281,2.311159065,-2.751944332
35.813,2.756322514,2.315216082,-2.752746495
35.814,2.757229033,2.319282348,-2.753546748
35.815,2.758122815,2.323357858,-2.754345091
35.816,2.759003838,2.327442606,-2.755141522
35.817,2.759872082,2.331536587,-2.755936042
35.818,2.760727523,2.335639793,-2.756728649
35.819,2.761570141,2.339752218,-2.757519343
35.82,2.762399914,2.343873856,-2.758308124
35.821,2.763216822,2.348004699,-2.75909499
35.822,2.764020843,2.35214474,-2.759879942
35.823,2.764811958,2.356293973,-2.760662978
35.824,2.765590147,2.360452389,-2.761444098
35.825,2.766355388,2.36461998,-2.762223302
35.826,2.767107664,2.368796739,-2.763000588
35.827,2.767846954,2.372982658,-2.763775956
35.828,2.768573239,2.377177728,-2.764549406
35.829,2.7692865,2.381381941,-2.765320937
35.83,2.769986719,2.385595288,-2.766090549
35.831,2.770673878,2.38981776,-2.76685824
35.832,2.771347957,2.394049348,-2.76762401
35.833,2.77200894,2.398290042,-2.768387859
35.834,2.772656809,2.402539834,-2.769149786
35.835,2.773291546,2.406798712,-2.769909791
35.836,2.773913135,2.411066668,-2.770667872
35.837,2.774521558,2.415343691,-2.771424029
35.838,2.775116799,2.419629771,-2.772178263
35.839,2.775698842,2.423924896,-2.772930571
35.84,2.776267672,2.428229057,-2.773680954
35.841,2.776823271,2.432542241,-2.774429411
35.842,2.777365625,2.436864439,-2.775175941
35.843,2.777894719,2.441195638,-2.775920545
35.844,2.778410538,2.445535827,-2.77666322
35.845,2.778913067,2.449884994,-2.777403968
35.846,2.779402292,2.454243126,-2.778142786
35.847,2.779878199,2.458610212,-2.778879675
35.848,2.780340774,2.462986239,-2.779614634
35.849,2.780790004,2.467371193,-2.780347663
35.85,2.781225875,2.471765063,-2.78107876
35.851,2.781648376,2.476167835,-2.781807926
35.852,2.782057492,2.480579496,-2.78253516
35.853,2.782453213,2.485000031,-2.783260461
35.854,2.782835525,2.489429427,-2.783983828
35.855,2.783204418,2.49386767,-2.784705262
35.856,2.78355988,2.498314746,-2.785424762
35.857,2.783901899,2.50277064,-2.786142326
35.858,2.784230466,2.507235338,-2.786857956
35.859,2.784545569,2.511708823,-2.787571649
35.86,2.784847198,2.516191082,-2.788283406
35.861,2.785135343,2.520682099,-2.788993225
35.862,2.785409996,2.525181857,-2.789701108
35.863,2.785671146,2.529690342,-2.790407052
35.864,2.785918784,2.534207537,-2.791111057
35.865,2.786152902,2.538733426,-2.791813123
35.866,2.786373492,2.543267992,-2.79251325
35.867,2.786580545,2.547811219,-2.793211436
35.868,2.786774054,2.552363089,-2.793907682
35.869,2.786954011,2.556923585,-2.794601987
35.87,2.78712041,2.56149269,-2.795294349
35.871,2.787273242,2.566070386,-2.79598477
35.872,2.787412503,2.570656655,-2.796673248
35.873,2.787538185,2.575251478,-2.797359782
35.874,2.787650283,2.579854839,-2.798044373
35.875,2.787748792,2.584466717,-2.798727019
35.876,2.787833705,2.589087094,-2.79940772
35.877,2.787905019,2.593715951,-2.800086477
35.878,2.787962728,2.598353269,-2.800763287
35.879,2.788006829,2.602999028,-2.801438151
35.88,2.788037317,2.607653208,-2.802111069
35.881,2.788054189,2.612315789,-2.802782039
35.882,2.788057442,2.616986752,-2.803451061
35.883,2.788047072,2.621666074,-2.804118135
35.884,2.788023077,2.626353736,-2.80478326
35.885,2.787985456,2.631049718,-2.805446436
